category02;226;product033;154;Brand1966;Model145;2005;4141.00
category02;226;product034;95;Brand1131;Model240;2047;1735.00
category02;226;product035;135;Brand1177;Model148;2014;1312.00
category02;226;product036;144;Brand1639;Model289;2002;1691.00
category02;226;product037;159;Brand1984;Model296;2036;8373.00
category02;226;product038;125;Brand1038;Model168;2010;5751.00
category02;226;product039;106;Brand1967;Model112;2025;8050.00
category02;226;product040;97;Brand1162;Model217;2012;9954.00
category02;226;product041;98;Brand1743;Model243;2049;2185.00
category02;226;product042;151;Brand1991;Model227;2039;998.00
category02;226;product043;138;Brand1913;Model104;2032;6160.00
category02;226;product044;121;Brand1043;Model223;2008;4016.00
category02;226;product045;157;Brand1611;Model133;2035;7893.00
category02;226;product046;145;Brand1829;Model130;2005;7220.00
category02;226;product047;120;Brand1210;Model173;2016;3376.00
category02;226;product048;109;Brand1308;Model262;2035;1637.00
category02;226;product049;129;Brand1128;Model191;2015;5696.00
category02;226;product050;92;Brand1677;Model110;2001;2904.00
category02;226;product051;87;Brand1609;Model296;2017;4926.00
category02;226;product052;100;Brand1577;Model184;2007;5283.00
category02;226;product053;143;Brand1708;Model259;2009;8008.00
category02;226;product054;80;Brand1051;Model127;2005;8476.00
category02;226;product055;124;Brand1261;Model266;2012;3296.00
category02;226;product056;82;Brand1890;Model270;2047;3482.00
category02;226;product057;117;Brand1269;Model211;2021;9949.00
category02;226;product058;152;Brand1968;Model203;2030;1071.00
category02;226;product059;118;Brand1619;Model284;2003;4115.00
category02;226;product060;137;Brand1866;Model230;2035;6587.00
category02;226;product061;124;Brand1875;Model280;2010;1114.00
category02;226;product062;99;Brand1856;Model189;2012;3179.00
category02;226;product063;91;Brand1168;Model196;2046;8357.00
category02;226;product064;135;Brand1630;Model296;2023;9167.00
category02;226;product065;116;Brand1528;Model254;2012;7497.00
category02;226;product066;134;Brand1718;Model164;2045;3440.00
category02;226;product067;137;Brand1559;Model193;2028;1092.00
category02;226;product068;104;Brand1036;Model154;2003;1403.00
category02;226;product069;107;Brand1576;Model191;2025;9080.00
category02;226;product070;138;Brand1499;Model163;2002;4553.00
category02;226;product071;94;Brand1751;Model267;2025;8068.00
category02;226;product072;94;Brand1880;Model217;2028;4564.00
category02;226;product073;133;Brand1503;Model170;2000;7085.00
category02;226;product074;124;Brand1694;Model248;2036;2658.00
category02;226;product075;119;Brand1650;Model263;2022;7572.00
category02;226;product076;157;Brand1755;Model210;2005;5411.00
category02;226;product077;134;Brand1079;Model173;2016;6383.00
category02;226;product078;121;Brand1660;Model215;2021;9633.00
category02;226;product079;137;Brand1171;Model135;2028;7377.00
category02;226;product080;135;Brand1559;Model153;2027;102.00
category02;226;product081;123;Brand1455;Model197;2024;507.00
category02;226;product082;127;Brand1348;Model158;2033;1189.00
category02;226;product083;155;Brand1388;Model143;2009;738.00
category02;226;product084;113;Brand1170;Model195;2025;1423.00
category02;226;product085;134;Brand1125;Model160;2020;6021.00
category02;226;product086;91;Brand1119;Model161;2021;1559.00
category02;226;product087;89;Brand1595;Model111;2024;6972.00
category02;226;product088;147;Brand1950;Model153;2046;5562.00
category02;226;product089;142;Brand1923;Model251;2029;4194.00
category02;226;product090;143;Brand1037;Model122;2025;4589.00
category02;226;product091;86;Brand1919;Model217;2038;2916.00
category02;226;product092;101;Brand1997;Model226;2019;2469.00
category02;226;product093;86;Brand1924;Model191;2037;2716.00
category02;226;product094;101;Brand1265;Model241;2017;2219.00
category02;226;product095;125;Brand1442;Model197;2049;1601.00
category02;226;product096;128;Brand1672;Model106;2045;6669.00
category02;226;product097;119;Brand1381;Model289;2000;7973.00
category02;226;product098;141;Brand1113;Model169;2016;7085.00
category02;226;product099;155;Brand1523;Model205;2045;5929.00
category02;226;product100;151;Brand1426;Model248;2008;7999.00
category03;282;product001;130;Brand1191;Model234;2009;1772.00
category03;282;product002;127;Brand1473;Model153;2015;2952.00
category03;282;product003;123;Brand1407;Model176;2042;186.00
category03;282;product004;143;Brand1974;Model169;2040;8673.00
category03;282;product005;144;Brand1367;Model227;2030;2302.00
category03;282;product006;99;Brand1935;Model206;2042;3243.00
category03;282;product007;134;Brand1704;Model168;2000;3305.00
category03;282;product008;111;Brand1585;Model253;2012;9285.00
category03;282;product009;138;Brand1920;Model189;2009;1144.00
category03;282;product010;86;Brand1613;Model281;2009;8638.00
category03;282;product011;130;Brand1313;Model212;2030;1184.00
category03;282;product012;89;Brand1744;Model179;2027;7143.00
category03;282;product013;154;Brand1390;Model177;2044;1330.00
category03;282;product014;158;Brand1311;Model278;2015;8270.00
category03;282;product015;89;Brand1259;Model192;2028;3354.00
category03;282;product016;113;Brand1890;Model204;2049;8744.00
category03;282;product017;100;Brand1909;Model175;2003;8423.00
category03;282;product018;139;Brand1770;Model184;2012;2681.00
category03;282;product019;147;Brand1940;Model228;2040;270.00
category03;282;product020;110;Brand1694;Model166;2032;9797.00
category03;282;product021;156;Brand1601;Model246;2041;7759.00
category03;282;product022;127;Brand1808;Model162;2026;6106.00
category03;282;product023;108;Brand1852;Model275;2040;1527.00
category03;282;product024;86;Brand1369;Model218;2000;9731.00
category03;282;product025;121;Brand1908;Model129;2002;6895.00
category03;282;product026;107;Brand1115;Model238;2011;5291.00
category03;282;product027;151;Brand1820;Model245;2002;2698.00
category03;282;product028;98;Brand1382;Model165;2030;333.00
category03;282;product029;138;Brand1929;Model271;2047;8230.00
category03;282;product030;89;Brand1377;Model161;2015;6440.00
category03;282;product031;130;Brand1896;Model285;2005;8531.00
category03;282;product032;136;Brand1375;Model219;2009;2400.00
category03;282;product033;96;Brand1830;Model109;2033;3774.00
category03;282;product034;100;Brand1413;Model115;2010;7775.00
category03;282;product035;139;Brand1483;Model204;2001;6611.00
category03;282;product036;127;Brand1597;Model176;2003;5089.00
category03;282;product037;148;Brand1503;Model262;2030;2049.00
category03;282;product038;147;Brand1832;Model187;2002;6725.00
category03;282;product039;91;Brand1245;Model126;2002;1115.00
category03;282;product040;102;Brand1524;Model134;2023;3609.00
category03;282;product041;89;Brand1905;Model224;2038;1860.00
category03;282;product042;95;Brand1422;Model299;2018;319.00
category03;282;product043;120;Brand1386;Model150;2007;7421.00
category03;282;product044;110;Brand1696;Model164;2032;6742.00
category03;282;product045;96;Brand1707;Model163;2001;4096.00
category03;282;product046;131;Brand1905;Model128;2015;552.00
category03;282;product047;128;Brand1213;Model213;2030;9243.00
category03;282;product048;142;Brand1859;Model152;2046;3796.00
category03;282;product049;91;Brand1749;Model103;2047;6683.00
category03;282;product050;113;Brand1902;Model188;2017;6696.00
category03;282;product051;94;Brand1692;Model274;2004;1164.00
category03;282;product052;135;Brand1592;Model116;2017;436.00
category03;282;product053;93;Brand1055;Model260;2004;441.00
category03;282;product054;98;Brand1245;Model247;2011;6396.00
category03;282;product055;98;Brand1314;Model273;2048;8772.00
category03;282;product056;91;Brand1475;Model269;2037;2009.00
category03;282;product057;96;Brand1343;Model178;2007;8112.00
category03;282;product058;142;Brand1391;Model232;2010;3321.00
category03;282;product059;143;Brand1083;Model118;2041;7320.00
category03;282;product060;143;Brand1925;Model179;2002;1744.00
category03;282;product061;147;Brand1549;Model124;2008;204.00
category03;282;product062;156;Brand1050;Model219;2038;5209.00
category03;282;product063;153;Brand1337;Model129;2043;9129.00
category03;282;product064;89;Brand1720;Model151;2042;9290.00
category03;282;product065;93;Brand1776;Model294;2010;1348.00
category03;282;product066;122;Brand1224;Model296;2048;5051.00
category03;282;product067;80;Brand1863;Model171;2030;9251.00
category03;282;product068;112;Brand1806;Model204;2009;9924.00
category03;282;product069;120;Brand1205;Model144;2030;9891.00
category03;282;product070;125;Brand1525;Model295;2017;3654.00
category03;282;product071;150;Brand1427;Model156;2004;2734.00
category03;282;product072;152;Brand1237;Model259;2007;4201.00
category03;282;product073;112;Brand1030;Model295;2036;7117.00
category03;282;product074;151;Brand1166;Model126;2023;2137.00
category03;282;product075;114;Brand1263;Model205;2028;1351.00
category03;282;product076;124;Brand1450;Model206;2035;5645.00
category03;282;product077;124;Brand1813;Model181;2030;1093.00
category03;282;product078;122;Brand1336;Model258;2015;4978.00
category03;282;product079;143;Brand1490;Model104;2039;9960.00
category03;282;product080;147;Brand1915;Model118;2049;7011.00
category03;282;product081;138;Brand1343;Model276;2023;349.00
category03;282;product082;120;Brand1391;Model289;2034;5198.00
category03;282;product083;120;Brand1180;Model120;2012;3180.00
category03;282;product084;110;Brand1456;Model113;2008;3742.00
category03;282;product085;102;Brand1252;Model155;2018;7819.00
category03;282;product086;150;Brand1370;Model147;2014;975.00
category03;282;product087;89;Brand1462;Model224;2011;9903.00
category03;282;product088;105;Brand1149;Model275;2005;1613.00
category03;282;product089;122;Brand1890;Model168;2019;9695.00
category03;282;product090;128;Brand1673;Model133;2042;8754.00
category03;282;product091;156;Brand1310;Model298;2032;5078.00
category03;282;product092;156;Brand1274;Model158;2031;3473.00
category03;282;product093;81;Brand1852;Model230;2008;1063.00
category03;282;product094;106;Brand1262;Model173;2041;7639.00
category03;282;product095;85;Brand1815;Model200;2039;9717.00
category03;282;product096;148;Brand1686;Model245;2008;866.00
category03;282;product097;143;Brand1442;Model129;2018;3010.00
category03;282;product098;87;Brand1026;Model295;2001;2109.00
category03;282;product099;132;Brand1467;Model116;2006;4993.00
category03;282;product100;147;Brand1239;Model147;2040;3670.00
category04;285;product001;129;Brand1225;Model120;2024;6900.00
category04;285;product002;143;Brand1902;Model196;2030;1776.00
category04;285;product003;97;Brand1542;Model271;2008;9379.00
category04;285;product004;94;Brand1418;Model290;2016;2338.00
category04;285;product005;140;Brand1940;Model115;2042;4612.00
category04;285;product006;112;Brand1406;Model246;2046;2021.00
category04;285;product007;101;Brand1445;Model202;2046;1224.00
category04;285;product008;139;Brand1497;Model251;2023;9225.00
category04;285;product009;108;Brand1219;Model272;2031;7547.00
category04;285;product010;137;Brand1797;Model238;2018;2876.00
category04;285;product011;127;Brand1707;Model244;2000;4168.00
category04;285;product012;110;Brand1278;Model186;2006;5430.00
category04;285;product013;117;Brand1769;Model233;2025;2359.00
category04;285;product014;89;Brand1175;Model163;2004;9326.00
category04;285;product015;127;Brand1371;Model260;2026;3970.00
category04;285;product016;112;Brand1861;Model114;2047;704.00
category04;285;product017;158;Brand1379;Model214;2047;7878.00
category04;285;product018;115;Brand1004;Model296;2034;991.00
category04;285;product019;105;Brand1885;Model276;2030;7181.00
category04;285;product020;137;Brand1421;Model199;2030;2051.00
category04;285;product021;95;Brand1890;Model114;2000;3435.00
category04;285;product022;159;Brand1727;Model222;2003;7365.00
category04;285;product023;96;Brand1115;Model160;2023;3393.00
category04;285;product024;118;Brand1279;Model273;2040;6802.00
category04;285;product025;142;Brand1148;Model128;2006;1353.00
category04;285;product026;148;Brand1334;Model219;2005;7098.00
category04;285;product027;89;Brand1865;Model195;2045;7649.00
category04;285;product028;136;Brand1873;Model201;2037;4317.00
category04;285;product029;124;Brand1772;Model142;2045;2003.00
category04;285;product030;82;Brand1618;Model166;2047;98.00
category04;285;product031;111;Brand1384;Model274;2036;3146.00
category04;285;product032;94;Brand1982;Model180;2026;5619.00
category04;285;product033;100;Brand1850;Model291;2029;4016.00
category04;285;product034;120;Brand1835;Model164;2024;4505.00
category04;285;product035;159;Brand1717;Model125;2005;5646.00
category04;285;product036;135;Brand1775;Model183;2032;3570.00
category04;285;product037;119;Brand1960;Model173;2030;8705.00
category04;285;product038;88;Brand1308;Model254;2033;5131.00
category04;285;product039;109;Brand1218;Model171;2011;2271.00
category04;285;product040;101;Brand1249;Model158;2005;1293.00
category04;285;product041;115;Brand1881;Model257;2015;6878.00
category04;285;product042;149;Brand1556;Model233;2021;7373.00
category04;285;product043;90;Brand1133;Model106;2025;3441.00
category04;285;product044;83;Brand1736;Model220;2000;7826.00
category04;285;product045;87;Brand1380;Model234;2011;4329.00
category04;285;product046;105;Brand1137;Model211;2014;9827.00
category04;285;product047;80;Brand1304;Model199;2023;6133.00
category04;285;product048;82;Brand1554;Model237;2023;7927.00
category04;285;product049;103;Brand1700;Model254;2000;3616.00
category04;285;product050;147;Brand1378;Model207;2005;48.00
category04;285;product051;83;Brand1862;Model147;2034;1527.00
category04;285;product052;86;Brand1490;Model248;2008;3540.00
category04;285;product053;135;Brand1935;Model106;2024;7749.00
category04;285;product054;135;Brand1199;Model251;2006;5574.00
category04;285;product055;104;Brand1263;Model288;2003;3035.00
category04;285;product056;105;Brand1915;Model205;2002;5391.00
category04;285;product057;156;Brand1036;Model240;2001;4940.00
category04;285;product058;112;Brand1198;Model101;2018;4187.00
category04;285;product059;129;Brand1048;Model257;2010;9269.00
category04;285;product060;140;Brand1055;Model168;2003;1209.00
category04;285;product061;83;Brand1939;Model200;2023;6418.00
category04;285;product062;103;Brand1449;Model270;2033;2084.00
category04;285;product063;126;Brand1938;Model241;2038;6748.00
category04;285;product064;130;Brand1249;Model193;2013;9162.00
category04;285;product065;109;Brand1142;Model144;2046;4960.00
category04;285;product066;147;Brand1618;Model123;2037;9043.00
category04;285;product067;103;Brand1843;Model248;2043;3900.00
category04;285;product068;102;Brand1618;Model188;2010;7059.00
category04;285;product069;138;Brand1178;Model192;2011;5138.00
category04;285;product070;143;Brand1009;Model181;2011;3688.00
category04;285;product071;127;Brand1371;Model259;2049;7873.00
category04;285;product072;97;Brand1936;Model291;2030;6539.00
category04;285;product073;97;Brand1632;Model274;2045;8798.00
category04;285;product074;86;Brand1821;Model157;2015;6162.00
category04;285;product075;135;Brand1012;Model106;2007;5924.00
category04;285;product076;86;Brand1364;Model272;2004;5341.00
category04;285;product077;89;Brand1142;Model164;2014;9853.00
category04;285;product078;129;Brand1808;Model236;2013;3499.00
category04;285;product079;91;Brand1689;Model186;2046;2047.00
category04;285;product080;124;Brand1134;Model272;2026;7369.00
category04;285;product081;113;Brand1127;Model178;2007;831.00
category04;285;product082;81;Brand1132;Model168;2011;801.00
category04;285;product083;110;Brand1948;Model275;2039;2835.00
category04;285;product084;158;Brand1207;Model191;2024;6975.00
category04;285;product085;140;Brand1138;Model196;2013;458.00
category04;285;product086;104;Brand1257;Model232;2025;5641.00
category04;285;product087;152;Brand1537;Model271;2027;3046.00
category04;285;product088;103;Brand1084;Model169;2049;9493.00
category04;285;product089;116;Brand1002;Model168;2039;2066.00
category04;285;product090;101;Brand1226;Model251;2024;5398.00
category04;285;product091;133;Brand1956;Model297;2003;9846.00
category04;285;product092;100;Brand1260;Model259;2029;865.00
category04;285;product093;152;Brand1483;Model274;2029;9683.00
category04;285;product094;136;Brand1334;Model272;2012;1655.00
category04;285;product095;118;Brand1099;Model147;2016;7221.00
category04;285;product096;88;Brand1401;Model191;2027;6571.00
category04;285;product097;111;Brand1794;Model140;2007;5269.00
category04;285;product098;125;Brand1189;Model157;2045;8246.00
category04;285;product099;114;Brand1189;Model281;2012;3700.00
category04;285;product100;95;Brand1262;Model170;2000;2255.00
category05;161;product001;99;Brand1591;Model267;2003;1283.00
category05;161;product002;98;Brand1514;Model107;2016;791.00
category05;161;product003;129;Brand1897;Model123;2000;1976.00
category05;161;product004;100;Brand1837;Model185;2020;3206.00
category05;161;product005;133;Brand1183;Model195;2029;8217.00
category05;161;product006;108;Brand1653;Model158;2003;1898.00
category05;161;product007;91;Brand1163;Model129;2007;9947.00
category05;161;product008;83;Brand1148;Model244;2014;3904.00
category05;161;product009;120;Brand1467;Model205;2014;8077.00
category05;161;product010;80;Brand1847;Model193;2024;1214.00
category05;161;product011;97;Brand1557;Model273;2041;3026.00
category05;161;product012;104;Brand1694;Model126;2009;7956.00
category05;161;product013;115;Brand1929;Model215;2045;6430.00
category05;161;product014;113;Brand1691;Model163;2015;1328.00
category05;161;product015;100;Brand1050;Model124;2015;4514.00
category05;161;product016;125;Brand1209;Model149;2027;3484.00
category05;161;product017;140;Brand1857;Model244;2013;6357.00
category05;161;product018;121;Brand1145;Model271;2018;2128.00
category05;161;product019;117;Brand1451;Model268;2013;1014.00
category05;161;product020;133;Brand1922;Model204;2033;9396.00
category05;161;product021;133;Brand1791;Model252;2005;1186.00
category05;161;product022;148;Brand1830;Model299;2021;71.00
category05;161;product023;145;Brand1109;Model245;2020;8978.00
category05;161;product024;147;Brand1097;Model251;2003;8743.00
category05;161;product025;121;Brand1386;Model124;2004;7419.00
category05;161;product026;111;Brand1860;Model112;2046;2570.00
category05;161;product027;85;Brand1562;Model101;2005;7401.00
category05;161;product028;145;Brand1499;Model162;2032;794.00
category05;161;product029;153;Brand1319;Model241;2017;1517.00
category05;161;product030;123;Brand1534;Model206;2000;4961.00
category05;161;product031;146;Brand1870;Model273;2026;6458.00
category05;161;product032;120;Brand1536;Model182;2040;1659.00
category05;161;product033;129;Brand1125;Model273;2015;1106.00
category05;161;product034;96;Brand1873;Model194;2048;5269.00
category05;161;product035;138;Brand1998;Model234;2025;504.00
category05;161;product036;128;Brand1440;Model229;2021;8443.00
category05;161;product037;110;Brand1710;Model212;2035;1030.00
category05;161;product038;122;Brand1748;Model184;2008;4059.00
category05;161;product039;116;Brand1771;Model279;2034;2506.00
category05;161;product040;102;Brand1151;Model138;2036;1758.00
category05;161;product041;101;Brand1258;Model113;2010;2956.00
category05;161;product042;107;Brand1563;Model200;2013;5124.00
category05;161;product043;105;Brand1721;Model154;2039;1209.00
category05;161;product044;120;Brand1909;Model287;2030;6417.00
category05;161;product045;120;Brand1166;Model289;2018;1875.00
category05;161;product046;145;Brand1040;Model209;2014;9230.00
category05;161;product047;134;Brand1609;Model197;2000;2383.00
category05;161;product048;121;Brand1659;Model221;2026;9716.00
category05;161;product049;144;Brand1970;Model196;2002;1344.00
category05;161;product050;155;Brand1817;Model228;2023;1313.00
category05;161;product051;91;Brand1620;Model221;2008;3145.00
category05;161;product052;96;Brand1294;Model272;2046;4748.00
category05;161;product053;146;Brand1346;Model212;2027;5457.00
category05;161;product054;149;Brand1956;Model293;2015;6227.00
category05;161;product055;93;Brand1609;Model132;2047;7535.00
category05;161;product056;86;Brand1319;Model197;2013;7095.00
category05;161;product057;155;Brand1654;Model252;2049;2721.00
category05;161;product058;142;Brand1766;Model278;2041;9527.00
category05;161;product059;111;Brand1784;Model221;2006;9749.00
category05;161;product060;134;Brand1718;Model180;2047;2293.00
category05;161;product061;118;Brand1420;Model276;2007;4403.00
category05;161;product062;136;Brand1531;Model167;2044;3678.00
category05;161;product063;114;Brand1442;Model154;2019;1119.00
category05;161;product064;99;Brand1968;Model222;2009;995.00
category05;161;product065;89;Brand1765;Model223;2025;2453.00
category05;161;product066;156;Brand1024;Model182;2034;8945.00
category05;161;product067;130;Brand1071;Model112;2047;5362.00
category05;161;product068;128;Brand1219;Model148;2025;9504.00
category05;161;product069;151;Brand1874;Model206;2019;9817.00
category05;161;product070;122;Brand1195;Model258;2047;9319.00
category05;161;product071;137;Brand1238;Model223;2021;1309.00
category05;161;product072;92;Brand1153;Model171;2007;2186.00
category05;161;product073;80;Brand1837;Model103;2036;6692.00
category05;161;product074;157;Brand1894;Model272;2022;6230.00
category05;161;product075;119;Brand1071;Model252;2016;567.00
category05;161;product076;120;Brand1127;Model244;2023;4491.00
category05;161;product077;114;Brand1642;Model152;2005;6418.00
category05;161;product078;152;Brand1135;Model211;2007;219.00
category05;161;product079;94;Brand1251;Model179;2034;8504.00
category05;161;product080;95;Brand1789;Model194;2010;6907.00
category05;161;product081;94;Brand1488;Model176;2018;5314.00
category05;161;product082;95;Brand1230;Model125;2022;8358.00
category05;161;product083;102;Brand1522;Model296;2025;4895.00
category05;161;product084;147;Brand1691;Model129;2014;5370.00
category05;161;product085;102;Brand1465;Model124;2036;5645.00
category05;161;product086;152;Brand1488;Model165;2018;6278.00
category05;161;product087;128;Brand1632;Model276;2000;781.00
category05;161;product088;88;Brand1399;Model171;2022;3146.00
category05;161;product089;143;Brand1526;Model181;2010;7808.00
category05;161;product090;127;Brand1891;Model249;2004;6519.00
category05;161;product091;128;Brand1045;Model116;2005;7870.00
category05;161;product092;156;Brand1543;Model222;2041;2120.00
category05;161;product093;84;Brand1328;Model240;2016;2372.00
category05;161;product094;96;Brand1741;Model276;2044;6201.00
category05;161;product095;128;Brand1011;Model115;2025;1248.00
category05;161;product096;111;Brand1949;Model269;2010;1936.00
category05;161;product097;129;Brand1311;Model249;2036;8222.00
category05;161;product098;130;Brand1610;Model209;2030;881.00
category05;161;product099;96;Brand1881;Model132;2042;1258.00
category05;161;product100;134;Brand1959;Model241;2020;2196.00
category06;189;product001;82;Brand1993;Model174;2037;290.00
